,dataTime,khaiValue,so2Value,coValue,pm10Value,no2Value,o3Value
0,2024-02-10,85.33333333333333,0.0023333333333333335,0.7666666666666666,49.666666666666664,0.018,0.04033333333333333
1,2024-02-11,120.21739130434783,0.0024347826086956524,0.7304347826086957,57.391304347826086,0.01165217391304348,0.04613043478260869
2,2024-02-12,104.26086956521739,0.0030434782608695656,0.6826086956521739,48.30434782608695,0.01826086956521739,0.03552173913043478
3,2024-02-13,72.52173913043478,0.0023043478260869566,0.691304347826087,31.652173913043477,0.023434782608695654,0.029391304347826087
4,2024-02-14,61.10526315789474,0.0027391304347826086,0.7086956521739131,19.047619047619047,0.03069565217391304,0.01865217391304348
5,2024-02-15,52.5,0.0023333333333333335,0.5714285714285714,9.227272727272727,0.017476190476190475,0.02275
6,2024-02-16,51.1,0.0025217391304347826,0.30869565217391304,8.857142857142858,0.011782608695652175,0.03169565217391304
7,2024-02-17,52.56521739130435,0.003739130434782609,0.41739130434782606,17.391304347826086,0.026043478260869564,0.019217391304347825
8,2024-02-18,54.17391304347826,0.004521739130434783,0.4652173913043478,22.304347826086957,0.023173913043478264,0.01817391304347826
9,2024-02-19,50.5,0.003142857142857143,0.44761904761904764,6.25,0.017857142857142856,0.024476190476190478
10,2024-02-20,,0.002391304347826087,0.33043478260869563,7.0,0.005521739130434783,0.03847826086956522
11,2024-02-21,,0.003,0.3,,0.004565217391304347,0.0401304347826087
12,2024-02-22,,0.003,0.2826086956521739,2.5384615384615383,0.005130434782608696,0.04
13,2024-02-23,52.142857142857146,0.003,0.29130434782608694,6.478260869565218,0.010478260869565216,0.034
14,2024-02-24,55.56521739130435,0.003,0.3,8.91304347826087,0.008217391304347826,0.03652173913043478
15,2024-02-25,50.69565217391305,0.003,0.34782608695652173,5.739130434782608,0.008826086956521739,0.031
16,2024-02-26,52.57142857142857,0.0026521739130434784,0.32173913043478264,5.095238095238095,0.007956521739130435,0.0371304347826087
17,2024-02-27,58.40909090909091,0.002608695652173913,0.30869565217391304,17.82608695652174,0.00917391304347826,0.03982608695652174
18,2024-02-28,55.78260869565217,0.0025217391304347826,0.3347826086956522,14.434782608695652,0.015478260869565217,0.03165217391304348
19,2024-02-29,49.0,0.003136363636363637,0.44090909090909086,19.11111111111111,0.020545454545454547,0.021954545454545452
20,2024-03-01,60.705882352941174,0.0030434782608695656,0.30869565217391304,23.0,0.008217391304347826,0.04052173913043478
21,2024-03-02,59.869565217391305,0.003565217391304348,0.29130434782608694,24.434782608695652,0.007782608695652174,0.041782608695652174
22,2024-03-03,67.95652173913044,0.002956521739130435,0.42608695652173917,41.73913043478261,0.01156521739130435,0.043478260869565216
23,2024-03-04,99.26315789473684,0.0032380952380952383,0.5095238095238095,61.57142857142857,0.024047619047619047,0.030333333333333334
24,2024-03-05,65.46153846153847,0.0028695652173913043,0.3391304347826087,7.894736842105263,0.007260869565217392,0.04530434782608696
25,2024-03-06,58.76923076923077,0.003,0.30434782608695654,10.130434782608695,0.007130434782608696,0.041956521739130434
26,2024-03-07,49.73913043478261,0.003,0.3652173913043478,11.91304347826087,0.013260869565217392,0.03139130434782609
27,2024-03-08,66.6086956521739,0.003,0.34347826086956523,29.08695652173913,0.01026086956521739,0.045
28,2024-03-09,60.04347826086956,0.003,0.3347826086956522,21.52173913043478,0.008521739130434783,0.04160869565217391
29,2024-03-10,56.391304347826086,0.0027391304347826086,0.3695652173913043,20.608695652173914,0.013956521739130435,0.03217391304347826
30,2024-03-11,62.333333333333336,0.0034285714285714284,0.46190476190476193,24.869565217391305,0.022904761904761903,0.02780952380952381
31,2024-03-12,53.04347826086956,0.002956521739130435,0.4043478260869566,16.08695652173913,0.013869565217391305,0.03347826086956522
32,2024-03-13,64.52173913043478,0.0027391304347826086,0.42173913043478267,23.391304347826086,0.017956521739130434,0.029173913043478262
33,2024-03-14,76.43478260869566,0.0030869565217391307,0.43913043478260866,38.04347826086956,0.01865217391304348,0.05165217391304348
34,2024-03-15,78.3913043478261,0.003,0.41739130434782606,30.434782608695652,0.02182608695652174,0.042304347826086955
35,2024-03-16,74.91304347826087,0.00291304347826087,0.45652173913043476,37.91304347826087,0.013478260869565217,0.057260869565217386
36,2024-03-17,71.43478260869566,0.0027391304347826086,0.43913043478260866,43.34782608695652,0.01091304347826087,0.04869565217391305
37,2024-03-18,67.34782608695652,0.002826086956521739,0.39565217391304347,28.91304347826087,0.010043478260869565,0.0411304347826087
38,2024-03-19,63.34782608695652,0.002782608695652174,0.4043478260869566,40.608695652173914,0.012478260869565218,0.04104347826086956
39,2024-03-20,64.6086956521739,0.003,0.3826086956521739,27.391304347826086,0.009260869565217392,0.04152173913043478
40,2024-03-21,57.76470588235294,0.003,0.4,22.647058823529413,0.014636363636363637,0.03590909090909091
41,2024-03-22,65.25,0.0034347826086956524,0.43043478260869567,24.45,0.019869565217391305,0.03147826086956522
42,2024-03-23,71.25,0.002826086956521739,0.41739130434782606,22.0,0.010347826086956521,0.04656521739130435
43,2024-03-24,65.3,0.002,0.4,11.26086956521739,0.006869565217391305,0.048782608695652166
44,2024-03-25,63.77272727272727,0.0027391304347826086,0.39565217391304347,8.727272727272727,0.006391304347826087,0.04656521739130435
45,2024-03-26,63.2,0.003,0.37826086956521743,5.6,0.008695652173913044,0.03895652173913044
46,2024-03-27,33.57142857142857,0.0032380952380952383,0.3952380952380953,11.222222222222221,0.01880952380952381,0.023428571428571427
47,2024-03-28,45.5,0.0023478260869565218,0.3869565217391305,13.681818181818182,0.022260869565217393,0.015956521739130435
