,dataTime,khaiValue,so2Value,coValue,pm10Value,no2Value,o3Value
0,2024-02-10,126.66666666666667,0.002,0.5333333333333333,64.0,0.009333333333333334,0.03366666666666667
1,2024-02-11,110.65217391304348,0.0024347826086956524,0.4739130434782609,52.52173913043478,0.00791304347826087,0.03365217391304348
2,2024-02-12,104.3913043478261,0.0024347826086956524,0.43043478260869567,51.17391304347826,0.008869565217391306,0.03069565217391304
3,2024-02-13,142.3913043478261,0.0028695652173913043,0.43478260869565216,76.3913043478261,0.012826086956521739,0.04134782608695652
4,2024-02-14,87.04347826086956,0.003260869565217391,0.3739130434782609,47.391304347826086,0.011869565217391305,0.03221739130434782
5,2024-02-15,66.95,0.0022173913043478264,0.2782608695652174,21.608695652173914,0.005956521739130435,0.033869565217391304
6,2024-02-16,57.15384615384615,0.002,0.2434782608695652,12.478260869565217,0.009782608695652175,0.027217391304347825
7,2024-02-17,75.95652173913044,0.002173913043478261,0.3130434782608696,37.69565217391305,0.010695652173913044,0.02365217391304348
8,2024-02-18,94.3913043478261,0.0022608695652173915,0.34347826086956523,44.26086956521739,0.010347826086956521,0.01482608695652174
9,2024-02-19,36.904761904761905,0.002045454545454545,0.41363636363636364,12.0,0.012181818181818183,0.011590909090909091
10,2024-02-20,54.608695652173914,0.002,0.2739130434782609,19.391304347826086,0.004043478260869565,0.028043478260869566
11,2024-02-21,54.333333333333336,0.002043478260869565,0.2,3.4347826086956523,0.003695652173913044,0.03660869565217391
12,2024-02-22,,0.002,0.1956521739130435,4.6521739130434785,0.003739130434782609,0.03943478260869565
13,2024-02-23,59.19047619047619,0.0022173913043478264,0.16956521739130437,8.130434782608695,0.003739130434782609,0.0408695652173913
14,2024-02-24,55.0,0.0020869565217391307,0.19130434782608696,9.782608695652174,0.003782608695652174,0.03652173913043478
15,2024-02-25,52.73913043478261,0.002,0.2,9.565217391304348,0.0038695652173913043,0.034
16,2024-02-26,46.26086956521739,0.0020869565217391307,0.22608695652173913,15.652173913043478,0.004521739130434782,0.028956521739130436
17,2024-02-27,52.43478260869565,0.0020869565217391307,0.20869565217391303,14.217391304347826,0.005565217391304348,0.03447826086956522
18,2024-02-28,46.72222222222222,0.002428571428571429,0.23333333333333334,30.9,0.011285714285714284,0.02542857142857143
19,2024-02-29,72.65217391304348,0.0030434782608695656,0.3521739130434782,47.47826086956522,0.008869565217391304,0.02634782608695652
20,2024-03-01,68.56521739130434,0.003130434782608696,0.21739130434782608,39.43478260869565,0.004,0.041478260869565214
21,2024-03-02,56.52173913043478,0.0025217391304347826,0.22608695652173913,35.0,0.006521739130434782,0.03769565217391304
22,2024-03-03,152.69565217391303,0.002826086956521739,0.36086956521739133,97.17391304347827,0.00691304347826087,0.043391304347826086
23,2024-03-04,71.78260869565217,0.0025217391304347826,0.26956521739130435,38.08695652173913,0.007826086956521738,0.03308695652173913
24,2024-03-05,53.17391304347826,0.0027391304347826086,0.21304347826086958,24.52173913043478,0.006086956521739131,0.035565217391304346
25,2024-03-06,58.56521739130435,0.002565217391304348,0.2,12.608695652173912,0.004521739130434783,0.04034782608695652
26,2024-03-07,47.04347826086956,0.0022173913043478264,0.23478260869565218,19.91304347826087,0.00708695652173913,0.02634782608695652
27,2024-03-08,63.0,0.0028095238095238095,0.2857142857142857,39.095238095238095,0.006809523809523809,0.03538095238095238
28,2024-03-09,56.391304347826086,0.0025217391304347826,0.23043478260869565,31.043478260869566,0.005043478260869565,0.03343478260869565
29,2024-03-10,62.869565217391305,0.002608695652173913,0.23043478260869565,31.217391304347824,0.005217391304347826,0.03717391304347826
30,2024-03-11,58.65217391304348,0.002782608695652174,0.2826086956521739,37.65217391304348,0.014913043478260867,0.03069565217391304
31,2024-03-12,70.78260869565217,0.002782608695652174,0.30869565217391304,37.08695652173913,0.009869565217391305,0.03130434782608695
32,2024-03-13,77.34782608695652,0.002956521739130435,0.3173913043478261,47.65217391304348,0.008478260869565218,0.042043478260869564
33,2024-03-14,95.04347826086956,0.002826086956521739,0.30869565217391304,58.391304347826086,0.009043478260869564,0.04804347826086956
34,2024-03-15,105.08695652173913,0.003217391304347826,0.3130434782608696,67.04347826086956,0.010043478260869565,0.052913043478260875
35,2024-03-16,131.43478260869566,0.002826086956521739,0.2956521739130435,67.91304347826087,0.007652173913043478,0.04852173913043479
36,2024-03-17,151.30434782608697,0.002782608695652174,0.2,109.95652173913044,0.004434782608695653,0.048782608695652166
37,2024-03-18,60.608695652173914,0.0025217391304347826,0.2,23.695652173913043,0.006565217391304347,0.03743478260869565
38,2024-03-19,62.78260869565217,0.002826086956521739,0.26956521739130435,42.391304347826086,0.009434782608695652,0.03882608695652174
39,2024-03-20,66.17391304347827,0.002782608695652174,0.22608695652173913,32.17391304347826,0.010434782608695651,0.035391304347826086
40,2024-03-21,66.91304347826087,0.0027391304347826086,0.2391304347826087,37.56521739130435,0.008130434782608695,0.03930434782608696
41,2024-03-22,66.69565217391305,0.0026521739130434784,0.2391304347826087,41.34782608695652,0.008826086956521739,0.04217391304347826
